CodigoDiagnostico;Descripcion
Y728;DISPOSITIVOS OTORRINOLARINGOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y730;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y731;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y732;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y733;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y738;DISPOSITIVOS DE GASTROENTEROLOGIA Y UROLOGIA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y740;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y741;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y742;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y743;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y748;DISPOSITIVOS PARA USO HOSPITALARIO GENERAL Y PERSONAL ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y750;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y751;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y752;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y753;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y758;DISPOSITIVOS NEUROLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y760;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y761;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y762;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y763;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y768;DISPOSITIVOS GINECOLOGICOS Y OBSTETRICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y770;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y771;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y772;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y773;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y778;DISPOSITIVOS OFTALMICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y780;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y781;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y782;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y783;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y788;APARATOS RADIOLOGICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y790;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y791;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y792;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y793;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y798;DISPOSITIVOS ORTOPEDICOS ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y800;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y801;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y802;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y803;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y808;APARATOS DE MEDICINA FISICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y810;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y811;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y812;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y813;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y818;DISPOSITIVOS DE CIRUGIA GENERAL Y PLASTICA ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y820;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DE DIAGNOSTICO Y MONITOREO
Y821;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS TERAPEUTICOS (NO QUIRURGICOS) Y DE REHABILITACION
Y822;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS PROTESICOS Y OTROS IMPLANTES, MATERIALES Y ACCESORIOS
Y823;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: INSTRUMENTOS QUIRURGICOS, DISPOSITIVOS Y MATERIALES (INCLUSIVE SUTURAS)
Y828;OTROS DISPOSITIVOS MEDICOS, Y LOS NO ESPECIFICADOS, ASOCIADOS CON INCIDENTES ADVERSOS: DISPOSITIVOS DIVERSOS, NO CLASIFICADOS EN OTRA PARTE
Y830;OPERACIÓN QUIRURGICA CON TRASPLANTE DE UN ORGANO COMPLETO
Y831;OPERACIÓN QUIRURGICA CON IMPLANTE DE UN DISPOSITIVO ARTIFICIAL INTERNO
Y832;OPERACIÓN QUIRURGICA CON ANASTOMOSIS, DERIVACION O INJERTO
Y833;OPERACIÓN QUIRURGICA CON FORMACION DE ESTOMA EXTERNO
Y834;OTRA CIRUGIA RECONSTRUCTIVA
Y835;AMPUTACION DE MIEMBRO(S)
Y836;REMOCION DE OTRO ORGANO (PARCIAL) (TOTAL)
Y838;OTROS PROCEDIMIENTOS QUIRURGICOS
Y839;PROCEDIMIENTO QUIRURGICO NO ESPECIFICADO
Y840;CATETERIZACION CARDIACA
Y841;DIALISIS RENAL
Y842;PROCEDIMIENTO RADIOLOGICO Y RADIOTERAPIA
Y843;TERAPIA POR CHOQUE
Y844;ASPIRACION DE LIQUIDOS
Y845;INSERCION DE SONDA GASTRICA O DUODENAL
Y846;CATETERIZACION URINARIA
Y847;MUESTRA DE SANGRE
Y848;OTROS PROCEDIMIENTOS MEDICOS
Y849;PROCEDIMIENTO MEDICO NO ESPECIFICADO
Y850;SECUELAS DE ACCIDENTE DE VEHICULO DE MOTOR
Y859;SECUELAS DE OTROS ACCIDENTES DE TRANSPORTE, Y LOS NO ESPECIFICADOS
Y86;SECUELAS DE OTROS ACCIDENTES
Y870;SECUELAS DE LESIONES AUTOINFLIGIDAS
Y871;SECUELAS DE AGRESIONES
Y872;SECUELAS DE EVENTOS DE INTENCION NO DETERMINADA
Y880;SECUELAS DE EFECTOS ADVERSOS CAUSADOS POR DROGAS, MEDICAMENTOS Y SUSTANCIAS BIOLOGICAS EN SU USO TERAPEUTICO
Y881;SECUELAS DE INCIDENTES OCURRIDOS AL PACIENTE DURANTE PROCEDIMIENTOS MEDICOS Y QUIRURGICOS
Y882;SECUELAS DE INCIDENTES ADVERSOS ASOCIADOS CON DISPOSITIVOS MEDICOS EN USO DIAGNOSTICO Y TERAPEUTICO
Y883;SECUELAS DE PROCEDIMIENTOS MEDICOS Y QUIRURGICOS COMO LA CAUSA DE REACCION ANORMAL DEL PACIENTE O DE COMPLICACION POSTERIOR, SIN MENCION DE INCIDENTE EN EL MOMENTO DE EFECTUAR EL PROCEDIMIENTO
Y890;SECUELAS DE INTERVENCION LEGAL
Y891;SECUELAS DE OPERACIONES DE GUERRA
Y899;SECUELAS DE CAUSA EXTERNA NO ESPECIFICADA
Y900;NIVEL DE ALCOHOL EN LA SANGRE MENOR DE 20 mg/100 ml
Y901;NIVEL DE ALCOHOL EN LA SANGRE DE 20 A 39 mg/100 ml
Y902;NIVEL DE ALCOHOL EN LA SANGRE DE 40 A 59 mg/100 ml
Y903;NIVEL DE ALCOHOL EN LA SANGRE DE 60 A 79 mg/100 ml
Y904;NIVEL DE ALCOHOL EN LA SANGRE DE 80 A 99 mg/100 ml
Y905;NIVEL DE ALCOHOL EN LA SANGRE DE 100 A 119 mg/100 ml
Y906;NIVEL DE ALCOHOL EN LA SANGRE DE 120 A 199 mg/100 ml
Y907;NIVEL DE ALCOHOL EN LA SANGRE DE 200 A 239 mg/100 ml
Y908;NIVEL DE ALCOHOL EN LA SANGRE DE 240 mg/100 ml O MAS
Y909;PRESENCIA DE ALCOHOL EN LA SANGRE, NIVEL NO ESPECIFICADO
Y910;INTOXICACION ALCOHOLICA LEVE
Y911;INTOXICACION ALCOHOLICA MODERADA
Y912;INTOXICACION ALCOHOLICA SEVERA
Y913;INTOXICACION ALCOHOLICA MUY SEVERA
Y919;ALCOHOLISMO, NIVEL DE INTOXICACION NO ESPECIFICADO
Y95;AFECCION NOSOCOMIAL
Y96;AFECCION RELACIONADA CON EL TRABAJO
Y97;AFECCION RELACIONADA CON LA CONTAMINACION AMBIENTAL
Y98;AFECCION RELACIONADA CON ESTILO DE VIDA
Z000;EXAMEN MEDICO GENERAL
Z001;CONTROL DE SALUD DE RUTINA DEL NIÑO
Z002;EXAMEN DURANTE EL PERIODO DE CRECIMIENTO RAPIDO EN LA INFANCIA
Z003;EXAMEN DEL ESTADO DE DESARROLLO DEL ADOLESCENTE
Z004;EXAMEN PSIQUIATRICO GENERAL, NO CLASIFICADO EN OTRA PARTE
Z005;EXAMEN DE DONANTE POTENCIAL DE ORGANO O TEJIDO
Z006;EXAMEN PARA COMPARACION Y CONTROL NORMALES EN PROGRAMA DE INVESTIGACION CLINICA
Z008;OTROS EXAMENES GENERALES
Z010;EXAMEN DE OJOS Y DE LA VISION
Z011;EXAMEN DE OIDOS Y DE LA AUDICION
Z012;EXAMEN ODONTOLOGICO
Z013;EXAMEN DE LA PRESION SANGUINEA
Z014;EXAMEN GINECOLOGICO (GENERAL) (DE RUTINA)
Z015;PRUEBAS DE SENSIBILIZACION Y DIAGNOSTICO CUTANEO
Z016;EXAMEN RADIOLOGICO, NO CLASIFICADO EN OTRA PARTE
Z017;EXAMEN DE LABORATORIO
Z018;OTROS EXAMENES ESPECIALES ESPECIFICADOS
Z019;EXAMEN ESPECIAL NO ESPECIFICADO
Z020;EXAMEN PARA ADMISION A INSTITUCIONES EDUCATIVAS
Z021;EXAMEN PREEMPLEO
Z022;EXAMEN PARA ADMISION A INSTITUCIONES RESIDENCIALES
Z023;EXAMEN PARA RECLUTAMIENTO EN LAS FUERZAS ARMADAS
Z024;EXAMEN PARA OBTENCION DE LICENCIA DE CONDUCIR
Z025;EXAMEN PARA PARTICIPACION EN COMPETENCIAS DEPORTIVAS
Z026;EXAMEN PARA FINES DE SEGUROS
Z027;EXTENSION DE CERTIFICADO MEDICO
Z028;OTROS EXAMENES PARA FINES ADMINISTRATIVOS
Z029;EXAMEN PARA FINES ADMINISTRATIVOS, NO ESPECIFICADO
Z030;OBSERVACION POR SOSPECHA DE TUBERCULOSIS
Z031;OBSERVACION POR SOSPECHA DE TUMOR MALIGNO
Z032;OBSERVACION POR SOSPECHA DE TRASTORNO MENTAL Y DEL COMPORTAMIENTO
Z033;OBSERVACION POR SOSPECHA DE TRASTORNO DEL SISTEMA NERVIOSO
Z034;OBSERVACION POR SOSPECHA DE INFARTO DE MIOCARDIO
Z035;OBSERVACION POR SOSPECHA DE OTRAS ENFERMEDADES CARDIOVASCULARES
Z036;OBSERVACION POR SOSPECHA DE EFECTOS TOXICOS DE SUSTANCIAS INGERIDAS
Z038;OBSERVACION POR SOSPECHA DE OTRAS ENFERMEDADES Y AFECCIONES
Z039;OBSERVACION POR SOSPECHA DE ENFERMEDAD O AFECCION NO ESPECIFICADA
Z040;PRUEBA DE ALCOHOL O DROGAS EN LA SANGRE
Z041;EXAMEN Y OBSERVACION CONSECUTIVOS A ACCIDENTE DE TRANSPORTE
Z042;EXAMEN Y OBSERVACION CONSECUTIVOS A ACCIDENTE DE TRABAJO
Z043;EXAMEN Y OBSERVACION CONSECUTIVOS A OTRO ACCIDENTE
Z044;EXAMEN Y OBSERVACION CONSECUTIVOS A DENUNCIA DE VIOLACION Y SEDUCCION
Z045;EXAMEN Y OBSERVACION CONSECUTIVOS A OTRA LESION INFLIGIDA
Z046;EXAMEN PSIQUIATRICO GENERAL, SOLICITADO POR UNA AUTORIDAD
Z048;EXAMEN Y OBSERVACION POR OTRAS RAZONES ESPECIFICADAS
Z049;EXAMEN Y OBSERVACION POR RAZONES NO ESPECIFICADAS
Z080;EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGIA POR TUMOR MALIGNO
Z081;EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR TUMOR MALIGNO
Z082;EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR TUMOR MALIGNO
Z087;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR TUMOR MALIGNO
Z088;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR TUMOR MALIGNO
Z089;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO NO ESPECIFICADO POR TUMOR MALIGNO
Z090;EXAMEN DE SEGUIMIENTO CONSECUTIVO A CIRUGIA POR OTRAS AFECCIONES
Z091;EXAMEN DE SEGUIMIENTO CONSECUTIVO A RADIOTERAPIA POR OTRAS AFECCIONES
Z092;EXAMEN DE SEGUIMIENTO CONSECUTIVO A QUIMIOTERAPIA POR OTRAS AFECCIONES
Z093;EXAMEN DE SEGUIMIENTO CONSECUTIVO A PSICOTERAPIA
Z094;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO DE FRACTURA
Z097;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO COMBINADO POR OTRAS AFECCIONES
Z098;EXAMEN DE SEGUIMIENTO CONSECUTIVO A OTRO TRATAMIENTO POR OTRAS AFECCIONES
Z099;EXAMEN DE SEGUIMIENTO CONSECUTIVO A TRATAMIENTO NO ESPECIFICADO POR OTRAS AFECCIONES
Z100;EXAMEN DE SALUD OCUPACIONAL
Z101;CONTROL GENERAL DE SALUD DE RUTINA DE RESIDENTES DE INSTITUCIONES
Z102;CONTROL GENERAL DE SALUD DE RUTINA A MIEMBROS DE LAS FUERZAS ARMADAS
Z103;CONTROL GENERAL DE SALUD DE RUTINA A INTEGRANTES DE EQUIPOS DEPORTIVOS
Z108;OTROS CONTROLES GENERALES DE SALUD DE RUTINA DE OTRAS SUBPOBLACIONES DEFINIDAS
Z110;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS INTESTINALES
Z111;EXAMEN DE PESQUISA ESPECIAL PARA TUBERCULOSIS RESPIRATORIA
Z112;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES BACTERIANAS
Z113;EXAMEN DE PESQUISA ESPECIAL PARA INFECCIONES DE TRANSMISION PREDOMINANTEMENTE SEXUAL
Z114;EXAMEN DE PESQUISA ESPECIAL PARA EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
Z115;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES VIRALES
Z116;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES DEBIDAS A PROTOZOARIOS Y HELMINTOS
Z118;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES INFECCIOSAS Y PARASITARIAS ESPECIFICADAS
Z119;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES INFECCIOSAS Y PARASITARIAS NO ESPECIFICADAS
Z120;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE ESTOMAGO
Z121;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE INTESTINO
Z122;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE ORGANOS RESPIRATORIOS
Z123;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA MAMA
Z124;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DEL CUELLO UTERINO
Z125;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA PROSTATA
Z126;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE LA VEJIGA
Z128;EXAMEN DE PESQUISA ESPECIAL PARA TUMORES DE OTROS SITIOS
Z129;EXAMEN DE PESQUISA ESPECIAL PARA TUMOR DE SITIO NO ESPECIFICADO
Z130;EXAMEN DE PESQUISA ESPECIAL PARA ENFERMEDADES DE LA SANGRE Y ORGANOS HEMATOPOYETICOS Y CIERTOS TRASTORNOS DEL MECANISMO DE LA INMUNIDAD
Z131;EXAMEN DE PESQUISA ESPECIAL PARA DIABETES MELLITUS
Z132;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DE LA NUTRICION
Z133;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS MENTALES Y DEL COMPORTAMIENTO
Z134;EXAMEN DE PESQUISA ESPECIAL PARA CIERTOS TRASTORNOS DEL DESARROLLO EN EL NIÑO
Z135;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS DEL OJO Y DEL OIDO
Z136;EXAMEN DE PESQUISA ESPECIAL PARA TRASTORNOS CARDIOVASCULARES
Z137;EXAMEN DE PESQUISA ESPECIAL PARA MALFORMACIONES CONGENITAS, DEFORMIDADES Y ANOMALIAS CROMOSOMICAS
Z138;EXAMEN DE PESQUISA ESPECIAL PARA OTRAS ENFERMEDADES Y TRASTORNOS ESPECIFICADOS
Z139;EXAMEN DE PESQUISA ESPECIAL, NO ESPECIFICADO
Z200;CONTACTO CON Y EXPOSICION A ENFERMEDADES INFECCIOSAS INTESTINALES
Z201;CONTACTO CON Y EXPOSICION A TUBERCULOSIS
Z202;CONTACTO CON Y EXPOSICION A ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL
Z203;CONTACTO CON Y EXPOSICION A RABIA
Z204;CONTACTO CON Y EXPOSICION A RUBEOLA
Z205;CONTACTO CON Y EXPOSICION A HEPATITIS VIRAL
Z206;CONTACTO CON Y EXPOSICION AL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
Z207;CONTACTO CON Y EXPOSICION A PEDICULOSIS, ACARIASIS Y OTRAS INFESTACIONES
Z208;CONTACTO CON Y EXPOSICION A OTRAS ENFERMEDADES TRANSMISIBLES
Z209;CONTACTO CON Y EXPOSICION A ENFERMEDADES TRANSMISIBLES NO ESPECIFICADAS
Z21;ESTADO DE INFECCION ASINTOMATICA POR EL VIRUS DE LA INMUNODEFICIENCIA HUMANA [VIH]
Z220;PORTADOR DE FIEBRE TIFOIDEA
Z221;PORTADOR DE OTRAS ENFERMEDADES INFECCIOSAS INTESTINALES
Z222;PORTADOR DE DIFTERIA
Z223;PORTADOR DE OTRAS ENFERMEDADES BACTERIANAS ESPECIFICADAS
Z224;PORTADOR DE ENFERMEDADES INFECCIOSAS CON UN MODO DE TRANSMISION PREDOMINANTEMENTE SEXUAL
Z225;PORTADOR DE HEPATITIS VIRAL
Z226;PORTADOR DE ENFERMEDAD INFECCIOSA DEBIDA AL VIRUS HUMANO T-LINFOTROPICO TIPO 1 [VHTL-1]
Z228;PORTADOR DE OTRAS ENFERMEDADES INFECCIOSAS
Z229;PORTADOR DE ENFERMEDAD INFECCIOSA NO ESPECIFICADA
Z230;NECESIDAD DE INMUNIZACION SOLO CONTRA EL COLERA
Z231;NECESIDAD DE INMUNIZACION SOLO CONTRA LA TIFOIDEA - PARATIFOIDEA [TAB]
Z232;NECESIDAD DE INMUNIZACION CONTRA LA TUBERCULOSIS [BCG]
Z233;NECESIDAD DE INMUNIZACION CONTRA LA PESTE
Z234;NECESIDAD DE INMUNIZACION CONTRA LA TULAREMIA
Z235;NECESIDAD DE INMUNIZACION SOLO CONTRA EL TETANOS
Z236;NECESIDAD DE INMUNIZACION SOLO CONTRA LA DIFTERIA
Z237;NECESIDAD DE INMUNIZACION SOLO CONTRA LA TOS FERINA
Z238;NECESIDAD DE INMUNIZACION SOLO CONTRA OTRA ENFERMEDAD BACTERIANA
Z240;NECESIDAD DE INMUNIZACION CONTRA LA POLIOMIELITIS
Z241;NECESIDAD DE INMUNIZACION CONTRA LA ENCEFALITIS VIRAL TRANSMITIDA POR ARTROPODOS
Z242;NECESIDAD DE INMUNIZACION CONTRA LA RABIA
Z243;NECESIDAD DE INMUNIZACION CONTRA LA FIEBRE AMARILLA
Z244;NECESIDAD DE INMUNIZACION SOLO CONTRA EL SARAMPION
Z245;NECESIDAD DE INMUNIZACION SOLO CONTRA LA RUBEOLA
Z246;NECESIDAD DE INMUNIZACION CONTRA LA HEPATITIS VIRAL
Z250;NECESIDAD DE INMUNIZACION SOLO CONTRA LA PAROTIDITIS
Z251;NECESIDAD DE INMUNIZACION CONTRA LA INFLUENZA [GRIPE]
Z258;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES VIRALES UNICAS ESPECIFICADAS
Z260;NECESIDAD DE INMUNIZACION CONTRA LA LEISHMANIASIS
Z268;NECESIDAD DE INMUNIZACION CONTRA OTRAS ENFERMEDADES INFECCIOSAS UNICAS ESPECIFICADAS
Z269;NECESIDAD DE INMUNIZACION CONTRA ENFERMEDAD INFECCIOSA NO ESPECIFICADAS
Z270;NECESIDAD DE INMUNIZACION CONTRA EL COLERA Y LA TIFOIDEA - PARATIFOIDEA [COLERA + TAB]
Z271;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS COMBINADOS [DPT]
Z272;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS Y TIFOIDEA - PARATIFOIDEA [DPT + TAB]
Z273;NECESIDAD DE INMUNIZACION CONTRA DIFTERIA - PERTUSSIS - TETANOS Y POLIOMIELITIS [DPT + POLIO]]
Z274;NECESIDAD DE INMUNIZACION CONTRA SARAMPION - PAROTIDITIS - RUBEOLA [SPR] [MMR]
Z278;NECESIDAD DE INMUNIZACION CONTRA OTRAS COMBINACIONES DE ENFERMEDADES INFECCIOSAS
Z279;NECESIDAD DE INMUNIZACION CONTRA COMBINACIONES NO ESPECIFICADAS DE ENFERMEDADES INFECCIOSAS
Z280;INMUNIZACION NO REALIZADA POR CONTRAINDICACION
Z281;INMUNIZACION NO REALIZADA POR DECISION DEL PACIENTE, POR MOTIVOS DE CREENCIA O PRESION DEL GRUPO
Z282;INMUNIZACION NO REALIZADA POR DECISION DEL PACIENTE, POR OTRAS RAZONES Y LAS NO ESPECIFICADAS
Z288;INMUNIZACION NO REALIZADA POR OTRAS RAZONES
Z289;INMUNIZACION NO REALIZADA POR RAZON NO ESPECIFICADA
Z290;AISLAMIENTO
Z291;INMUNOTERAPIA PROFILACTICA
Z292;OTRA QUIMIOTERAPIA PROFILACTICA
